80   		#nbins
1.25		#lowbound
201.25		#highbound
0.		#alternativeKfactor
0.		#alternativeKfactorNNLO
----------------#table200
0 1.0000 
1 0.8602 
2 1.1379 
3 1.1992 
4 1.1085 
5 1.0309 
6 1.0360 
7 1.0677 
8 1.0656 
9 1.0913 
10 1.0740 
11 1.0616 
12 1.0848 
13 1.0854 
14 1.0847 
15 1.0087 
16 1.1144 
17 1.0343 
18 1.0570 
19 1.0602 
20 1.0915 
21 1.0717 
22 0.9947 
23 1.0560 
24 0.9827 
25 1.0079 
26 0.9743 
27 1.0355 
28 0.9675 
29 1.0052 
30 0.9312 
31 1.0018 
32 0.9524 
33 1.0414 
34 0.9560 
35 0.9615 
36 0.9595 
37 0.9077 
38 0.9466 
39 0.9229 
40 0.8890 
41 0.8545 
42 0.8890 
43 0.8581 
44 0.8960 
45 0.8347 
46 0.8925 
47 0.8356 
48 0.8778 
49 0.7632 
50 0.7963 
51 0.8150 
52 0.7336 
53 0.7953 
54 0.7334 
55 0.7565 
56 0.6969 
57 0.7147 
58 0.8024 
59 0.7975 
60 0.7243 
61 0.8058 
62 0.8535 
63 0.6896 
64 0.6569 
65 0.6865 
66 0.7382 
67 0.5907 
68 0.5503 
69 0.6816 
70 0.5714 
71 0.6586 
72 0.5671 
73 0.5913 
74 0.6699 
75 0.7308 
76 0.5992 
77 0.7056 
78 0.6121 
79 0.6473 
80 0.5778 
81 0.6000 
