80   		#nbins
1.25		#lowbound
201.25		#highbound
0.		#alternativeKfactor
0.		#alternativeKfactorNNLO
----------------#table200
0 1.0000 
1 0.9536 
2 1.1545 
3 1.1762 
4 1.1194 
5 1.0170 
6 1.1274 
7 1.1045 
8 1.1560 
9 1.1318 
10 1.1258 
11 1.0909 
12 1.0877 
13 1.0373 
14 1.1023 
15 1.0665 
16 1.0726 
17 1.0817 
18 1.0489 
19 1.0310 
20 1.0045 
21 1.0058 
22 1.0232 
23 1.0165 
24 0.9936 
25 0.9761 
26 0.9841 
27 0.9979 
28 0.9298 
29 0.9617 
30 0.9465 
31 0.8789 
32 0.9348 
33 0.8777 
34 0.9359 
35 0.8654 
36 0.8890 
37 0.8234 
38 0.8875 
39 0.8779 
40 0.9019 
41 0.8176 
42 0.8622 
43 0.8255 
44 0.9346 
45 0.7451 
46 0.7893 
47 0.7055 
48 0.7035 
49 0.7428 
50 0.8319 
51 0.7977 
52 0.7437 
53 0.7449 
54 0.7257 
55 0.6794 
56 0.6331 
57 0.6425 
58 0.6899 
59 0.6059 
60 0.7259 
61 0.6258 
62 0.6561 
63 0.5204 
64 0.7097 
65 0.6097 
66 0.5550 
67 0.5351 
68 0.5593 
69 0.5523 
70 0.5692 
71 0.5355 
72 0.6459 
73 0.5297 
74 0.7315 
75 0.6000 
76 0.5988 
77 0.6761 
78 0.5467 
79 0.5283 
80 0.7701 
81 0.6000 
