80   		#nbins
1.25		#lowbound
201.25		#highbound
0.		#alternativeKfactor
0.		#alternativeKfactorNNLO
----------------#table200
0 1.0000 
1 1.1673 
2 1.2377 
3 1.1900 
4 1.1661 
5 1.1047 
6 1.1469 
7 1.1256 
8 1.1512 
9 1.1403 
10 1.1416 
11 1.0917 
12 1.0985 
13 1.0301 
14 1.0775 
15 1.0176 
16 1.0664 
17 1.0351 
18 0.9967 
19 0.9464 
20 0.9664 
21 0.9785 
22 1.0030 
23 0.9587 
24 0.9412 
25 0.9293 
26 0.8717 
27 0.8715 
28 0.8543 
29 0.8239 
30 0.8156 
31 0.8685 
32 0.8623 
33 0.8316 
34 0.7767 
35 0.8016 
36 0.7820 
37 0.8060 
38 0.7363 
39 0.7704 
40 0.7051 
41 0.7153 
42 0.6842 
43 0.7289 
44 0.5986 
45 0.6700 
46 0.6766 
47 0.6710 
48 0.6203 
49 0.5789 
50 0.6027 
51 0.5774 
52 0.6514 
53 0.5675 
54 0.5788 
55 0.6312 
56 0.6074 
57 0.5491 
58 0.5396 
59 0.6406 
60 0.6707 
61 0.5274 
62 0.5975 
63 0.6497 
64 0.6223 
65 0.6026 
66 0.5899 
67 0.5656 
68 0.6004 
69 0.6627 
70 0.6358 
71 0.5861 
72 0.6288 
73 0.5474 
74 0.4991 
75 0.5489 
76 0.6274 
77 0.6726 
78 0.6003 
79 0.5671 
80 0.5978 
81 0.6000 
