80   		#nbins
1.25		#lowbound
201.25		#highbound
0.		#alternativeKfactor
0.		#alternativeKfactorNNLO
----------------#table200
0 1.0000 
1 1.1432 
2 1.1480 
3 1.1251 
4 1.1700 
5 1.0733 
6 1.1040 
7 1.0975 
8 1.1186 
9 1.1194 
10 1.1101 
11 1.1241 
12 1.0743 
13 1.0970 
14 1.0834 
15 1.0634 
16 1.0712 
17 1.0688 
18 0.9937 
19 1.0437 
20 0.9886 
21 1.0001 
22 0.9749 
23 0.9833 
24 0.9877 
25 0.9516 
26 1.0163 
27 0.9646 
28 1.0010 
29 0.9458 
30 0.8257 
31 0.9154 
32 0.8398 
33 0.8493 
34 0.7871 
35 0.8264 
36 0.8340 
37 0.8330 
38 0.7951 
39 0.8007 
40 0.7957 
41 0.8194 
42 0.8215 
43 0.7592 
44 0.7239 
45 0.7596 
46 0.7400 
47 0.7247 
48 0.7328 
49 0.7078 
50 0.7003 
51 0.7384 
52 0.7129 
53 0.6394 
54 0.7312 
55 0.5684 
56 0.5914 
57 0.6761 
58 0.5949 
59 0.5883 
60 0.5750 
61 0.6008 
62 0.5728 
63 0.6282 
64 0.5066 
65 0.6055 
66 0.5977 
67 0.6374 
68 0.5682 
69 0.6272 
70 0.5851 
71 0.5576 
72 0.5536 
73 0.6093 
74 0.5477 
75 0.6332 
76 0.5384 
77 0.6212 
78 0.5594 
79 0.7453 
80 0.6700 
81 0.6000 
