80   		#nbins
1.25		#lowbound
201.25		#highbound
0.		#alternativeKfactor
0.		#alternativeKfactorNNLO
----------------#table200
0 1.0000 
1 1.2316 
2 1.2680 
3 1.1905 
4 1.1858 
5 1.1424 
6 1.1582 
7 1.1501 
8 1.0856 
9 1.1384 
10 1.1174 
11 1.1318 
12 1.0819 
13 1.0643 
14 1.0616 
15 1.0184 
16 1.0423 
17 1.0211 
18 1.0301 
19 0.9574 
20 0.9290 
21 0.9065 
22 0.9105 
23 0.9155 
24 0.9239 
25 0.9355 
26 0.9264 
27 0.7737 
28 0.8441 
29 0.7891 
30 0.8245 
31 0.7594 
32 0.6777 
33 0.6732 
34 0.7038 
35 0.6474 
36 0.6780 
37 0.6574 
38 0.6794 
39 0.6204 
40 0.6609 
41 0.6430 
42 0.6220 
43 0.6326 
44 0.6462 
45 0.5484 
46 0.5969 
47 0.6063 
48 0.5452 
49 0.5742 
50 0.6505 
51 0.6222 
52 0.5793 
53 0.5029 
54 0.5239 
55 0.5429 
56 0.5408 
57 0.6096 
58 0.6029 
59 0.5387 
60 0.6252 
61 0.6610 
62 0.6306 
63 0.4898 
64 0.6115 
65 0.5006 
66 0.5962 
67 0.6932 
68 0.5600 
69 0.5510 
70 0.5962 
71 0.4640 
72 0.4691 
73 0.5061 
74 0.5265 
75 0.5969 
76 0.5005 
77 0.7260 
78 0.5852 
79 0.6022 
80 0.6966 
81 0.6000 
